attr1	attr2	cluster
-3.080612870985095	-9.456693919201195	0
-4.125173521192766	-9.778242162147793	0
-4.57557403926743	-9.245269194065065	0
3.999440669271115	-3.5971713689017646	1
7.204340771798238	-5.000207173819154	1
-3.930447754923164	-9.15960027744619	0
8.808113067600509	-4.41049990172624	1
-0.9952609695549239	-10.519916738897571	0
6.120751991851061	-5.8263429951142	1
-5.862276142020931	-9.084043780929202	0
-1.2279299244737967	-2.6975051971143804	2
2.8922966114362705	-5.953123324685713	2
0.7989812317384019	2.968104124342913	3
1.7587974453179815	-2.27130119985926	2
5.6179097778266325	-3.2919445887748067	1
-0.6997958115874454	2.1095568115515575	3
-2.8685808141309144	-9.287428644755748	0
5.783558953412678	-5.860691163691245	1
-0.11870507458501078	-2.637804756081271	2
8.664041675127748	-4.757655612756642	1
-0.9906204630782557	-7.407134423209936	2
1.3776514688587223	-3.0453156651939564	2
-2.6761817017463736	-8.920763079419567	0
-3.1889674061464115	-7.575470599027124	0
1.6922835557985312	3.2291920063494035	3
-3.0298053690277285	-4.377295141674724	2
-1.7960563043197555	-8.00344880660258	0
-1.7556025796598762	-3.0126915193957426	2
3.6472394906026233	-4.756268236017213	1
0.01914969233314423	-2.7735685527718723	2
-0.28927765570307473	-3.7524841433732012	2
-0.5551540143683413	-10.31877621284613	0
-2.2573558553754305	-11.124495898541115	0
0.10773857293896749	-3.6420729155396727	2
0.8456117379260613	2.2585321696125815	3
-3.74165365732451	0.9565437301399795	2
7.248878797825331	-5.4650894725007095	1
3.5357496420086276	-0.2406143781876411	1
-2.185862276047201	-9.394397924632267	0
3.3307133611279696	5.692055693521155	3
5.304395500938467	-2.755453214971988	1
-2.470619768485408	-3.4196775417096434	2
2.428033705846678	1.8862338910748684	3
-4.166543027200188	-8.931051758073432	0
7.620717677673227	-3.893700820047039	1
-0.3236050186240702	-3.680876664899105	2
-0.8141914142501347	1.4171968692622083	3
1.4001428369576576	2.274575510643849	3
0.24673590227083647	2.177240218237064	3
2.6691510399952008	1.215036547296159	3
-3.465770624464353	-4.308716484992177	2
0.643821915458207	-6.838146884888349	0
-0.9957234166178213	2.3800551416724516	3
-0.6694021386266049	2.995064633159444	3
-3.6255633978532993	-8.925803648331225	0
7.0085825932807175	-4.918666522441036	1
2.507434837800724	3.7767142769572537	3
6.254237462759143	-5.14012861537656	1
3.1426671221644744	-6.030714767946414	1
-2.676309001156304	-10.868204367873247	0
-1.1486496624772409	-10.097333284448043	0
6.428973725471745	-5.568839980893255	1
1.1379265795373101	3.6482571690692343	3
-1.1527406743536062	-9.5801164374571	0
-1.7233289775960203	-9.588680437931654	0
-2.6590513942713736	-8.674858211424601	0
-1.274589868546642	1.126307902701353	3
3.7662273875734966	-3.80944365680587	2
0.6692669190214416	0.0429307067889626	3
5.096501243669514	-3.8995365630427647	1
-1.7072853171960523	0.651828489774608	3
8.004972373743547	-5.650492617473285	1
-0.8914601310325434	-11.818043287111196	0
-2.2485171010660183	-1.8911305547062973	2
7.109336336115012	-5.471650318462555	1
4.232641855217039	-1.9129741232039392	1
6.968173928529545	-5.421865869926117	1
5.663569224209925	-1.7592770777562703	1
1.7855939937411662	5.403411578013092	3
1.6356512722795542	2.882168281686531	3
0.8487306153725871	2.010276537422133	3
0.02888088523044896	0.9843558018868337	3
-2.2240135561890524	-3.215345571903811	2
5.223981304693777	-7.373404460103732	1
-1.2832038641314867	-7.171573667727063	0
-1.7905231886128186	-3.010580959480029	2
5.386688117729693	-5.090251988554454	1
-3.27085880108974	-7.471048326060216	0
0.41909824919385585	6.297015422131825	3
7.0019927270364875	-3.8576441433197717	1
-0.6853981480611784	1.3643716626090479	3
1.3265325418728482	1.4337610817058353	3
0.3125643620190647	1.759553472164208	3
2.1394720525111404	2.7037118035678223	3
-0.3753797815284644	2.4437357982408145	3
5.550046044948039	-4.496411297845569	1
7.383133140069624	-6.579955887772897	1
-0.8188671047073093	-9.169417977213467	0
-3.2226750554832684	-10.587169575764303	0
-0.9614684014592836	-8.465933108111788	0
-1.7913952960023787	-10.250174095133481	0
-3.019843172527734	-8.299512917101454	0
6.173051977825929	-4.955375925069859	1
4.465517650492908	-6.469048933739201	1
0.5548810327838114	-2.5420655121390814	2
3.3167819331766792	1.4319115790064554	3
-1.6950895378669855	-5.953166582906679	2
-1.1345676673650247	-7.473002551982815	0
-2.3690069117897026	-7.6057580669843174	0
-0.5081014054060016	-9.20984542017163	0
-1.2147018453286185	3.7702695655384515	3
1.207167142824988	3.6354645384006714	3
5.5149061889601105	-6.7993608818442395	1
-2.3766053895892245	-3.6736707556738573	2
0.9713685374762253	-7.291786546513481	0
0.11549582793042834	-6.137970670888359	0
-1.4071974408296242	-6.4097654126547114	2
-1.7837613547825555	-3.389775522353103	2
-1.3766687912936797	-8.71835869884014	0
-1.1506012352602117	-5.223695702436329	2
5.7469657702252634	-1.8683327256147924	1
-0.1624069842045286	-7.338438545459457	0
8.08767596640871	-4.008197594666595	1
5.102821047787705	-3.009313057995926	1
-1.359933778220898	-9.499875397220634	0
-1.798137617395341	-10.665343473137748	0
-2.4206972781015192	-3.0013566547686388	2
-4.554554876126925	-9.884094643347542	0
0.255751335609328	4.403517763044956	3
-1.82450510359966	-11.19408789678805	0
-0.37381759323054164	-9.762871653121136	0
6.551863883936356	-4.208553091177832	1
6.111396985127779	-3.5232287601633177	1
6.801513496199499	-4.724746441932859	1
1.6056935193992454	-4.317907483617464	2
1.107767707314953	4.773265625215699	3
-1.0758678275666522	-7.55629027170991	0
6.3257128855234335	-4.985837940553472	1
